flybase_gene_id	gene_name	chromosome	start	end	gene_length
FBgn0034744	Vps20	2R	22608310	22609419	899
FBgn0034745	tous	2R	22609334	22613376	3781
FBgn0053143	CG33143	2R	22614328	22634084	5794
FBgn0034748	CG17807	2R	22634019	22635942	1924
FBgn0019949	Cdk9	2R	22636063	22637727	1476
FBgn0026261	bonsai	2R	22637770	22638868	981
FBgn0034750	CG3732	2R	22638807	22640201	1262
FBgn0261596	RpS24	2R	22640526	22641419	646
FBgn0040091	Ugt317A1	2R	22641786	22643917	1864
FBgn0034753	CG2852	2R	22644646	22646344	1177
FBgn0034740	nsr	2R	22650556	22653595	2523
FBgn0034756	Cyp6d2	2R	22652573	22654530	1759
FBgn0050196	CG30196	2R	22654805	22655392	496
FBgn0263030	CG43325	2R	22655549	22657135	1366
FBgn0263031	CG43326	2R	22655549	22656998	1229
FBgn0034758	CG13510	2R	22657901	22661389	2577
FBgn0034759	CG13511	2R	22657901	22661389	2577
FBgn0260767	CG42565	2R	22657901	22661389	2577
FBgn0260768	CG42566	2R	22661934	22663241	873
FBgn0034761	CG4250	2R	22663692	22664474	655
FBgn0262141	CG42867	2R	22665646	22666145	438
FBgn0050269	CG30269	2R	22667155	22668848	1234
FBgn0050273	CG30273	2R	22667155	22668848	1234
FBgn0040658	CG13516	2R	22669145	22670622	1319
FBgn0034763	RYBP	2R	22670587	22673212	2242
FBgn0020257	Ppa	2R	22684955	22688987	4033
FBgn0005631	robo1	2R	22692524	22700970	6791
FBgn0050259	CG30259	2R	22701345	22704447	1771
FBgn0034766	Obp59a	2R	22702695	22703786	1011
FBgn0050268	CG30268	2R	22712701	22717247	3761
FBgn0028371	jbug	2R	22717321	22740459	10434
FBgn0259145	CG42260	2R	22740999	22798289	8101
FBgn0011211	blw	2R	22799099	22802180	2252
FBgn0000405	CycB	2R	22803521	22806948	3047
FBgn0086408	stl	2R	22807860	22815993	4559
FBgn0050272	MFS1	2R	22829644	22831877	1699
FBgn0034785	CG3649	2R	22845977	22847911	1569
FBgn0034786	CG13531	2R	22847832	22853827	5665
FBgn0010078	RpL23	2R	22854383	22855694	542
FBgn0001263	inaD	2R	22855688	22858794	2331
FBgn0004896	fd59A	2R	22868159	22870706	2228
FBgn0034788	CG13532	2R	22871190	22874427	1918
FBgn0034789	PIP5K59B	2R	22874769	22881436	4505
FBgn0034791	EMC8-9	2R	22881322	22882690	888
FBgn0034792	YME1L	2R	22882747	22886247	2943
FBgn0034793	asrij	2R	22886398	22887578	1067
FBgn0267823	Gmer	2R	22887574	22888857	1116
FBgn0034795	MED23	2R	22888928	22894425	4682
FBgn0034796	CG3700	2R	22894435	22895745	1183
FBgn0034797	nahoda	2R	22896174	22916719	5866
FBgn0050187	CG30187	2R	22916843	22918790	1606
FBgn0010660	Nup214	2R	22918937	22924742	5334
FBgn0261564	ReepA	2R	22925107	22932044	4472
FBgn0034800	CG3788	2R	22932035	22934077	1773
FBgn0034802	CNBP	2R	22934569	22937077	2509
FBgn0034803	CG9849	2R	22937279	22939025	986
FBgn0034804	GrlHz	2R	22938987	22941169	1770
FBgn0261584	CG42694	2R	22941877	22945147	2918
FBgn0052834	CG32834	2R	22982542	22984293	1752
FBgn0052833	CG32833	2R	22984273	22985334	1062
FBgn0034807	CG9897	2R	22985420	22986339	920
FBgn0034808	CG9896	2R	22993669	22998884	2043
FBgn0261705	CG42741	2R	23011078	23042943	3453
FBgn0265187	Fatp2	2R	23055474	23061549	2963
FBgn0265188	CG44253	2R	23058248	23058793	468
FBgn0010622	DCTN3-p24	2R	23061420	23062593	1174
FBgn0034814	CG9890	2R	23062747	23064260	1460
FBgn0261363	PPO3	2R	23064769	23067183	2228
FBgn0021979	l(2)k09913	2R	23067196	23071875	2411
FBgn0003062	Fib	2R	23072909	23074725	1318
FBgn0034816	CG3085	2R	23074823	23076857	1755
FBgn0034817	Art7	2R	23076688	23079038	2230
FBgn0034829	CG9899	2R	23153854	23162077	2988
FBgn0085400	side-V	2R	23163012	23203973	5760
FBgn0034837	RpL22-like	2R	23246610	23247893	1232
FBgn0034840	CG3124	2R	23282743	23284113	1206
FBgn0263084	HP1Lcsd	2R	23313017	23313854	338
FBgn0050413	CG30413	2R	23329543	23330068	526
FBgn0046253	CG3502	2R	23343405	23347641	3171
FBgn0085239	CG34210	2R	23351518	23352144	565
FBgn0050409	CR30409	2R	23354367	23355321	899
FBgn0050410	Rpi	2R	23355183	23356441	1259
FBgn0034849	CG3500	2R	23356372	23357565	948
FBgn0034850	CG9875	2R	23357660	23358508	730
FBgn0085452	CG34423	2R	23358612	23359204	533
FBgn0085453	Mthfs	2R	23359215	23360266	915
FBgn0003977	vir	2R	23360192	23366355	5867
FBgn0034853	Ice1	2R	23366866	23371459	4537
FBgn0034854	Golgin245	2R	23371360	23377045	5084
FBgn0040660	CG13551	2R	23377866	23383424	637
FBgn0041712	yellow-d	2R	23378573	23380438	1751
FBgn0034856	yellow-d2	2R	23381197	23382591	1341
FBgn0050414	CG30414	2R	23384200	23385468	1094
FBgn0250838	roh	2R	23385464	23386463	929
FBgn0034858	eIF2Bdelta	2R	23386521	23389052	2174
FBgn0028497	Mtmr6	2R	23389009	23396680	3698
FBgn0034859	CG3520	2R	23396770	23402309	3990
FBgn0050411	CG30411	2R	23415939	23417238	1237
FBgn0034861	CG9815	2R	23421521	23433354	1445
FBgn0264339	CG43795	2R	23444137	23491997	5891
FBgn0034869	CG13558	2R	23499651	23500702	1052
FBgn0034870	CG13559	2R	23502946	23503815	870
FBgn0015372	RabX1	2R	23519839	23523613	1648
FBgn0261786	mi	2R	23523856	23528260	3845
FBgn0000241	bw	2R	23527805	23538499	2738
FBgn0050181	ppk3	2R	23538631	23540773	1608
FBgn0041233	Gr59e	2R	23541054	23542379	1200
FBgn0041234	Gr59f	2R	23542510	23543885	1221
FBgn0050185	AIMP3	2R	23544024	23544901	739
FBgn0034876	wmd	2R	23544823	23548151	1769
FBgn0034877	levy	2R	23548239	23548982	593
FBgn0034878	pita	2R	23548967	23554712	2987
FBgn0010501	Dcp-1	2R	23551313	23553547	1749
FBgn0034879	Rrp4	2R	23555018	23556217	1137
FBgn0034880	ItgaPS5	2R	23556672	23560263	3207
FBgn0015277	Pi3K59F	2R	23560492	23564045	3164
FBgn0050184	CG30184	2R	23563973	23564780	808
FBgn0015903	apt	2R	23564891	23599526	3696
FBgn0260761	CG42559	2R	23599526	23600787	1001
FBgn0260762	CG42560	2R	23599526	23600787	970
FBgn0067903	IM18	2R	23600914	23601773	739
FBgn0260455	CG10332	2R	23600914	23601773	739
FBgn0034885	Eglp4	2R	23607592	23614710	1804
FBgn0004795	retn	2R	23632610	23654820	4477
FBgn0266377	Pde8	2R	23657567	23680844	8704
FBgn0034887	St1	2R	23681623	23682952	1206
FBgn0265052	St3	2R	23683377	23687980	2276
FBgn0011296	l(2)efl	2R	23684651	23685543	741
FBgn0262728	Pal2	2R	23688077	23690838	2304
FBgn0050183	CG30183	2R	23690247	23697824	5461
FBgn0016762	angel	2R	23694003	23695232	1230
FBgn0034893	mRpL43	2R	23698105	23699014	783
FBgn0034894	sigmar	2R	23698949	23702406	2160
FBgn0013548	l(2)dtl	2R	23702477	23705403	2653
FBgn0011297	Alg3	2R	23705439	23709792	1704
FBgn0002174	CG5504	2R	23706913	23709026	2070
FBgn0034897	Sesn	2R	23713900	23734846	4760
FBgn0286932	CG46429	2R	23713900	23733183	3097
FBgn0034898	CG18128	2R	23718798	23719936	1139
FBgn0000562	egl	2R	23734904	23746829	4515
FBgn0034902	CG5532	2R	23752754	23753515	703
FBgn0034903	sona	2R	23753477	23798395	5550
FBgn0050177	CG30177	2R	23801542	23803070	1529
FBgn0034906	CG13561	2R	23804315	23806249	531
FBgn0034907	CG5539	2R	23804811	23806144	1334
FBgn0010278	Ssrp	2R	23806361	23809004	2507
FBgn0034908	CG5543	2R	23809236	23811398	2163
FBgn0028411	Nxt1	2R	23811321	23811974	540
FBgn0034909	pippin	2R	23812185	23818327	2106
FBgn0034911	GlyT	2R	23820354	23839864	6361
FBgn0286876	CG46398	2R	23840995	23841504	456
FBgn0003401	shu	2R	23841461	23843286	1694
FBgn0034913	Snap29	2R	23843483	23844763	1212
FBgn0034914	CG5554	2R	23845001	23847024	1586
FBgn0021895	ytr	2R	23847161	23851480	2209
FBgn0034915	eIF6	2R	23849246	23850301	1056
FBgn0024234	gbb	2R	23851562	23853247	1686
FBgn0004581	bgcn	2R	23853270	23858921	4159
FBgn0034918	Pym	2R	23855954	23856936	983
FBgn0025790	TBPH	2R	23859067	23862593	3222
FBgn0025335	Cpes	2R	23862962	23865398	1992
FBgn0034919	CG5569	2R	23865414	23866654	774
FBgn0025352	Mtpbeta	2R	23866648	23868603	1593
FBgn0011236	ken	2R	23870273	23877442	3070
FBgn0020372	TM4SF	2R	23878197	23880860	2433
FBgn0025336	CG4882	2R	23880817	23882927	1626
FBgn0034920	CG5597	2R	23886973	23888777	920
FBgn0034921	DCP1	2R	23888764	23890276	1513
FBgn0262619	DNAlig1	2R	23890512	23893177	2386
FBgn0034923	Upf3	2R	23893066	23894987	1809
FBgn0034924	CG17658	2R	23895063	23896997	1875
FBgn0034925	CG5339	2R	23896896	23898246	1239
FBgn0263667	Lpt	2R	23898561	23903661	4608
FBgn0034928	CG13562	2R	23903750	23905269	1348
FBgn0015268	Nap1	2R	23905175	23907294	1582
FBgn0261794	kcc	2R	23907654	23925066	4946
FBgn0263006	SERCA	2R	23925077	23935884	8264
FBgn0034931	CG2812	2R	23925236	23926911	1325
FBgn0034933	CG3735	2R	23937077	23939754	2566
FBgn0023477	Taldo	2R	23940410	23942114	1116
FBgn0001123	Galphas	2R	23942538	23946936	2112
FBgn0034935	Orcokinin	2R	23946959	23949076	1490
FBgn0034936	Stoml2	2R	23949201	23952459	1354
FBgn0034937	fzr2	2R	23950647	23952096	1450
FBgn0034938	CG3803	2R	23952513	23954048	1340
FBgn0034939	thoc5	2R	23954091	23956406	2035
FBgn0034940	CG16787	2R	23956335	23957405	1071
FBgn0029105	alpha-Catr	2R	23957842	23961631	3007
FBgn0034942	CG13566	2R	23961477	23962577	917
FBgn0034943	Fmo-1	2R	23962956	23964641	1454
FBgn0020764	Alas	2R	23964772	23966757	1842
FBgn0085242	CG34213	2R	23967124	23967745	518
FBgn0003008	or	2R	23967939	23968943	823
FBgn0034945	CG10904	2R	23968941	23970073	1070
FBgn0034946	CG3065	2R	23970305	23972233	1929
FBgn0002791	mr	2R	23972431	23975408	2555
FBgn0034948	PPP1R15	2R	23975599	23977255	1597
FBgn0005612	Sox14	2R	23978801	23985177	3579
FBgn0283509	Phm	2R	23985175	23988455	1603
FBgn0050178	CG30178	2R	23986615	23987308	694
FBgn0034950	Pask	2R	23988738	23992049	3184
FBgn0034951	CG3860	2R	23992138	23995055	2113
FBgn0053519	Obsc	2R	23995543	24014254	13261
FBgn0034956	CG4324	2R	24014917	24017198	1748
FBgn0034957	Rsph4a	2R	24017421	24019896	2284
FBgn0034958	CG3907	2R	24019898	24022298	1767
FBgn0034959	Xxylt	2R	24022343	24023981	1639
FBgn0283494	Ak2	2R	24024207	24025877	1065
FBgn0011695	EbpIII	2R	24026172	24027518	1160
FBgn0061198	HSPC300	2R	24027717	24028789	584
FBgn0034961	CG3163	2R	24029317	24030555	1239
FBgn0050172	CG30172	2R	24030546	24031427	756
FBgn0013764	Chi	2R	24031538	24033943	2246
FBgn0034962	MAN1	2R	24033974	24036707	2479
FBgn0034963	Not11	2R	24036720	24037915	1082
FBgn0034964	IntS1	2R	24037943	24044458	6401
FBgn0011726	tsr	2R	24044453	24046805	735
FBgn0028552	gammaSnap1	2R	24047145	24048903	1117
FBgn0003353	sei	2R	24047411	24053035	3278
FBgn0034965	ppk29	2R	24052917	24057137	1770
FBgn0034966	CG13563	2R	24055306	24057599	2123
FBgn0285952	eEF5	2R	24057798	24059483	807
FBgn0034968	RpL12	2R	24060378	24061860	1154
FBgn0023170	RpL39	2R	24061853	24062431	288
FBgn0283666	Rap2l	2R	24063051	24065405	1278
FBgn0034970	yki	2R	24065975	24068485	1525
FBgn0034971	Gpat4	2R	24068757	24073552	2278
FBgn0259209	Mlp60A	2R	24074602	24078223	2839
FBgn0034972	CG10339	2R	24078234	24080527	1963
FBgn0034973	CG13564	2R	24080925	24081424	500
FBgn0034974	CG16786	2R	24081782	24086287	3203
FBgn0086129	snama	2R	24086604	24092014	4309
FBgn0023081	gek	2R	24092079	24098636	5108
FBgn0034975	enok	2R	24099210	24107032	7406
FBgn0034976	CG4049	2R	24107087	24114292	6115
FBgn0041706	CG3253	2R	24114398	24116359	1788
FBgn0034978	CG3257	2R	24116792	24123263	2911
FBgn0264297	CG43775	2R	24123167	24126630	2959
FBgn0264298	CG43776	2R	24123167	24126630	2959
FBgn0264299	CG43777	2R	24123167	24126630	2959
FBgn0041582	tamo	2R	24126638	24133551	4407
FBgn0021875	Zfrp8	2R	24133989	24135405	1306
FBgn0034982	Naa35	2R	24135180	24138050	2539
FBgn0287831	speck	2R	24139563	24157762	1887
FBgn0260770	CG42568	2R	24157668	24159312	1472
FBgn0260775	DnaJ-60	2R	24157668	24159312	1472
FBgn0015544	spag	2R	24159384	24161503	1825
FBgn0034985	CG3328	2R	24162489	24173660	5579
FBgn0034986	mRpS17	2R	24173665	24174441	713
FBgn0259937	Nop60B	2R	24174877	24186343	3412
FBgn0266083	ocm	2R	24186703	24195290	7287
FBgn0034988	cN-IIIB	2R	24195498	24197027	1530
FBgn0034989	CG3356	2R	24197824	24202187	3956
FBgn0034990	CG11406	2R	24202091	24208203	4562
FBgn0050419	CG30419	2R	24212491	24229795	3812
FBgn0050418	nord	2R	24243255	24255094	2817
FBgn0034996	CG13575	2R	24255327	24257414	1882
FBgn0034997	CG3376	2R	24258013	24265213	4038
FBgn0034998	CG13577	2R	24267377	24269179	1744
FBgn0005636	nvy	2R	24275734	24291084	3502
FBgn0034999	Fatp3	2R	24294097	24298111	2482
FBgn0288686	betaTub60D	2R	24305881	24313099	2518
FBgn0005638	slbo	2R	24331522	24334307	2786
FBgn0004101	bs	2R	24342861	24376473	4791
FBgn0035000	CG13578	2R	24377831	24378740	855
FBgn0000037	mAChR-A	2R	24378630	24390294	5425
FBgn0035001	Slik	2R	24392129	24402680	8230
FBgn0002787	Rpn8	2R	24400028	24404527	1532
FBgn0010414	SerT	2R	24404595	24411074	3725
FBgn0266438	PIG-Z	2R	24411870	24415295	3221
FBgn0266439	CG45069	2R	24411870	24415295	3221
FBgn0029501	Crtp	2R	24494518	24497024	2455
FBgn0017556	Prosalpha4T2	2R	24500780	24502277	1254
FBgn0284252	Letm1	2R	24509508	24515320	4099
FBgn0259187	Ir60d	2R	24519423	24521147	1725
FBgn0035016	CG4612	2R	24521874	24526089	3922
FBgn0050169	Brca2	2R	24526172	24529581	3291
FBgn0035019	Ir60e	2R	24529554	24531272	1719
FBgn0035020	CG13585	2R	24531594	24533391	1043
FBgn0035021	CG4622	2R	24533374	24556300	2863
FBgn0035022	CG11413	2R	24536190	24536791	602
FBgn0035023	ITP	2R	24537421	24558961	4686
FBgn0016687	Nurf-38	2R	24558967	24561087	1481
FBgn0035024	CG11414	2R	24561607	24565058	3139
FBgn0035025	uri	2R	24565554	24568082	2351
FBgn0035026	Fcp1	2R	24567987	24571821	3413
FBgn0035027	CG3511	2R	24571627	24574503	2202
FBgn0035028	Start1	2R	24574559	24577676	2395
FBgn0053527	SIFa	2R	24577566	24578143	526
FBgn0069913	CG4681	2R	24578247	24579827	1497
FBgn0020521	pio	2R	24581245	24597862	3600
FBgn0035031	CG13587	2R	24597995	24599091	975
FBgn0035032	ATPsynF	2R	24599088	24599821	615
FBgn0035033	CG3548	2R	24599947	24602367	2218
FBgn0035034	CG3565	2R	24602472	24603488	899
FBgn0035035	Samtor	2R	24603572	24604670	1099
FBgn0035036	CG4707	2R	24604595	24607023	2248
FBgn0259742	CG42360	2R	24607267	24610847	1936
FBgn0259707	CG42361	2R	24607673	24608788	1001
FBgn0035040	CG4741	2R	24610801	24615158	1691
FBgn0035039	Adck1	2R	24611703	24613906	2021
FBgn0015040	Cyp9c1	2R	24631063	24632923	1743
FBgn0035043	CG4781	2R	24640683	24642239	1557
FBgn0035044	CG3663	2R	24661503	24662409	780
FBgn0050163	Cpr60D	2R	24662682	24663406	667
FBgn0050161	CG30161	2R	24663532	24664377	846
FBgn0035046	ND-19	2R	24664398	24665439	701
FBgn0085243	CG34214	2R	24665427	24666022	537
FBgn0260456	CG4806	2R	24666158	24668343	2070
FBgn0261373	CG33228	2R	24668411	24669330	809
FBgn0035047	Pof	2R	24669397	24671577	2008
FBgn0035049	Mmp1	2R	24671294	24688184	4841
FBgn0053988	Mid1	2R	24695378	24736657	8297
FBgn0050421	Usp15-31	2R	24743749	24756976	5225
FBgn0035056	spz6	2R	24757378	24760466	1647
FBgn0035057	CG3880	2R	24760664	24762605	1451
FBgn0040666	CG12848	2R	24762566	24763094	478
FBgn0035059	CG3894	2R	24763167	24766750	1542
FBgn0027590	GstE12	2R	24766718	24768172	1398
FBgn0035060	Eps-15	2R	24768314	24775265	5448
FBgn0086908	egg	2R	24775534	24779901	3937
FBgn0025578	Lcp9	2R	24779979	24780428	394
FBgn0035063	CG3594	2R	24780917	24781779	863
FBgn0035064	TyrRS-m	2R	24781726	24783500	1540
FBgn0035065	CG3589	2R	24783555	24785542	1772
FBgn0041205	key	2R	24785514	24787411	1421
FBgn0015801	Reg-5	2R	24788008	24793410	1781
FBgn0028738	ETH	2R	24794670	24795482	755
FBgn0023181	Orc4	2R	24795740	24797414	1615
FBgn0265193	Atf-2	2R	24870108	24871509	1349
FBgn0035073	CG16896	2R	24871407	24874912	3322
FBgn0050423	CG30423	2R	24874976	24875865	655
FBgn0265182	CG44247	2R	24876691	24881221	3629
FBgn0085442	NKAIN	2R	24881570	24888615	5904
FBgn0035076	Ance-5	2R	24888628	24891023	2116
FBgn0085434	NaCP60E	2R	24891614	24921677	15625
FBgn0035078	Tpc2	2R	24897902	24900734	2769
FBgn0066084	RpL41	2R	24903416	24903935	320
FBgn0060296	pain	2R	24921505	24928275	3041
FBgn0043792	CG30427	2R	24928747	24937477	3771
FBgn0022343	CG3760	2R	24938181	24939769	1258
FBgn0035082	CG2811	2R	24939706	24940483	720
FBgn0035083	Tina-1	2R	24940625	24942413	1593
FBgn0035084	CG15861	2R	24943392	24945201	1563
FBgn0035085	CG3770	2R	24945139	24946636	1393
FBgn0027599	CG2790	2R	24946561	24948378	1757
FBgn0035086	CG12851	2R	24948645	24955677	6450
FBgn0035087	CG2765	2R	24959841	24965076	3420
FBgn0050424	cGlr2	2R	24965275	24967298	1713
FBgn0285950	RpL19	2R	24967877	24969547	1361
FBgn0035088	CG3776	2R	24969678	24970855	1006
FBgn0035089	Phk-3	2R	24970843	24973207	878
FBgn0035090	CG2736	2R	24973431	24975341	1726
FBgn0010435	emp	2R	24976456	24986070	3522
FBgn0035091	CG3829	2R	24986044	24990489	3203
FBgn0287873	zip	2R	24990570	25011965	7242
FBgn0004055	uzip	2R	25012062	25031737	4114
FBgn0035092	Nplp1	2R	25032377	25040377	2701
FBgn0001147	gsb-n	2R	25040383	25052331	2237
FBgn0001148	gsb	2R	25061964	25064643	1649
FBgn0004919	gol	2R	25072627	25084347	4156
FBgn0035094	CG9380	2R	25183628	25255318	5096
FBgn0050428	CG30428	2R	25251927	25254535	1219
FBgn0262679	CG43149	3L	53873	54751	879
FBgn0002564	Lsp1gamma	3L	66430	68995	2501
FBgn0035097	CG13405	3L	73945	75332	1326
FBgn0040688	CG12483	3L	97628	98375	608
FBgn0020386	Pdk1	3L	129450	145895	6593
FBgn0035099	CG6845	3L	146433	149056	2294
FBgn0263988	Dic61B	3L	149679	152589	2642
FBgn0035101	p130CAS	3L	152884	174517	4099
FBgn0035102	CG7049	3L	175112	176228	1117
FBgn0035103	Vdup1	3L	176306	178963	2151
FBgn0035104	CG13875	3L	179923	182535	2044
FBgn0083976	CG34140	3L	182522	184424	1732
FBgn0083992	Mkp	3L	182522	184540	1905
FBgn0027786	Mtch	3L	184626	186310	1501
FBgn0035106	rno	3L	187207	199762	11796
FBgn0035107	mri	3L	200174	202152	1739
FBgn0025592	Gk1	3L	202098	205844	1940
FBgn0024945	NitFhit	3L	203730	205309	1527
FBgn0035109	CG13876	3L	206134	207527	1337
FBgn0027587	Prp4k	3L	207184	211457	3208
FBgn0035110	thoc7	3L	211636	212687	929
FBgn0035111	Dis3l2	3L	212709	216479	3605
FBgn0063923	Kaz1-ORFB	3L	216625	218058	1276
FBgn0063924	Kaz1-ORFA	3L	216625	216931	307
FBgn0035113	pyx	3L	217932	223069	4046
FBgn0035112	CG13877	3L	218068	218663	512
FBgn0053229	CG33229	3L	223852	225605	1754
FBgn0262035	CG42846	3L	230971	231604	564
FBgn0085483	CG34454	3L	231681	232350	603
FBgn0085482	CG34453	3L	232480	233351	705
FBgn0000541	E(bx)	3L	233926	246912	10072
FBgn0052476	mthl14	3L	247491	250305	2091
FBgn0024806	DIP2	3L	250229	257954	5932
FBgn0035120	wac	3L	258176	259097	853
FBgn0035121	Tudor-SN	3L	259043	264380	3411
FBgn0035122	mRpL17	3L	264779	265932	1092
FBgn0085292	CG34263	3L	265595	265908	258
FBgn0027111	miple1	3L	267299	270336	1997
FBgn0029002	miple2	3L	271200	275018	1508
FBgn0052845	CG32845	3L	271420	273391	1972
FBgn0264707	RhoGEF3	3L	277437	305292	13727
FBgn0004373	fwd	3L	305393	319884	7436
FBgn0284444	ddbt	3L	317084	317789	633
FBgn0052344	CG32344	3L	321233	324720	2694
FBgn0052343	Atac3	3L	324985	327992	2354
FBgn0261985	Ptpmeg	3L	328097	356050	4649
FBgn0035131	mthl9	3L	329822	332309	2133
FBgn0035132	mthl10	3L	332801	342915	4166
FBgn0023000	mth	3L	343378	346957	2420
FBgn0035134	CG1231	3L	356422	357664	1243
FBgn0265574	Cdc5	3L	357851	361383	3346
FBgn0040291	Roc1b	3L	357981	358486	506
FBgn0035137	CG1233	3L	361472	365681	4064
FBgn0035138	CG13884	3L	365664	366437	774
FBgn0262139	trh	3L	366524	392633	5502
FBgn0035139	CG13891	3L	433146	433906	761
FBgn0001316	klar	3L	434083	540614	11717
FBgn0085296	CG34267	3L	500014	500451	375
FBgn0085297	CG34268	3L	500965	501400	373
FBgn0085298	CG34269	3L	528337	528996	660
FBgn0035140	BORCS6	3L	540851	542147	1184
FBgn0035141	Cypl	3L	542122	542931	718
FBgn0035142	Hipk	3L	543060	581099	11604
FBgn0035143	Ppm1	3L	581337	582810	1422
FBgn0035144	Kah	3L	582824	589274	2825
FBgn0035145	MED14	3L	593246	599239	5513
FBgn0035146	CG13893	3L	599094	604008	2198
FBgn0016715	Reg-2	3L	605165	606569	883
FBgn0035147	Gale	3L	648555	651311	1757
FBgn0035148	CG3402	3L	651542	652881	1035
FBgn0035149	MED30	3L	652987	654089	1103
FBgn0035150	Rev1	3L	654363	657971	3244
FBgn0035151	CG17129	3L	677879	680326	2379
FBgn0035152	CG3386	3L	680436	682470	1780
FBgn0035153	ebd1	3L	682885	685549	2329
FBgn0035154	hiro	3L	685942	687958	1480
FBgn0052483	CG32483	3L	688523	690081	1382
FBgn0035155	RabX6	3L	690517	691951	1286
FBgn0260862	Vti1a	3L	691486	692919	1370
FBgn0035157	CG13894	3L	693083	699144	2193
FBgn0035158	CG13895	3L	705948	708205	1945
FBgn0025676	CkIIalpha-i3	3L	708601	710607	1597
FBgn0035159	CG13896	3L	710820	711850	1031
FBgn0035160	hng3	3L	737680	755489	1529
FBgn0000575	emc	3L	749400	753492	2049
FBgn0035161	CG13898	3L	803427	804051	625
FBgn0035162	Sf3b3	3L	826720	833385	4329
FBgn0260755	CG42553	3L	834093	835515	1251
FBgn0260756	CG42554	3L	835683	836770	1023
FBgn0035164	CG13901	3L	836667	837821	985
FBgn0035165	CG13887	3L	837861	839931	1593
FBgn0035166	JMJD5	3L	839980	841360	1330
FBgn0035167	Gr61a	3L	841451	843701	1868
FBgn0035168	Cep290	3L	843926	851080	6441
FBgn0035169	Dci	3L	851346	852673	1210
FBgn0035170	dpr20	3L	852720	857248	2717
FBgn0035171	CG12502	3L	865396	871701	3743
FBgn0052479	Usp10	3L	871899	895313	8436
FBgn0035173	CG13907	3L	877291	882013	4723
FBgn0054056	CG34056	3L	895951	897364	1303
FBgn0054057	CG34057	3L	897380	898772	1276
FBgn0264574	Glut1	3L	914074	993788	10933
FBgn0035179	aln	3L	993983	995703	1456
FBgn0024277	trio	3L	995982	1034875	11281
FBgn0035181	CG9205	3L	1034697	1036298	1130
FBgn0004870	bab1	3L	1036369	1101089	5340
FBgn0025525	bab2	3L	1140429	1177276	5149
FBgn0035186	CG13912	3L	1189588	1190472	818
FBgn0035187	Trhn	3L	1190384	1193173	2183
FBgn0004431	LysX	3L	1194739	1195302	564
FBgn0040281	Aplip1	3L	1196317	1199339	2411
FBgn0264272	mwh	3L	1200786	1232700	4747
FBgn0035189	CG9119	3L	1203316	1204795	1212
FBgn0004426	LysC	3L	1210485	1210726	242
FBgn0004427	LysD	3L	1210717	1211196	480
FBgn0035192	galene	3L	1235726	1242025	2974
FBgn0035193	CG9192	3L	1237133	1238319	1187
FBgn0004378	Klp61F	3L	1241568	1245910	3871
FBgn0052318	CG32318	3L	1246073	1246923	785
